ID	CREATED TIME	AGENT	CAT	SUJECT	CONTENT	
231	2017-12-10T17:34:21.000+01:00	CLIE	Prêt, crédit, document	pret auto	bonjour, j'ai trouve un vehicule chez un particulier. j'ai ete l'essayer ce jour, avec le ct ok. j'ai negocier a NNNN€ la voiture, il s'agit d'une citroen cN XXXXe NNNN. je souhaiterais donc un pret de NNNN€ pour couvrir le vehicule ainsi que la carte grise. il faudrait debloquer les fonds et realiser un cheque de banque pour vendredi prochain dans la mesure du possible. n'etant pas souvent disponible compte tenu de ma mutation sur la region parisienne, je serais sur chartres de mercredi apres-midi a vendredi inclus. je vous ajoute en piece-jointe les bulletins de salaires plus recents que ceux communiques en agence. cordialement XXXXXXX XXXXXXXX	
231	2017-12-12T13:35:01.000+01:00	CLIE	Renseignement	re : re: pret auto	bonjour, sur une periode de N ans. merci cordialement XXXXXXX XXXXXXXX	
232	2017-12-03T16:10:09.000+01:00	CLIE	Compte de chèque	reglement anticipe pret	bonjour, je souhaite regler par anticipation mon pret en cours avec mon solde disponible sur le compte cheque. merci	
233	2017-12-26T10:28:54.000+01:00	CLIE	Virement	virement beneficiaire enregistre	bonjour, serait-il possible de realiser N virementz : - N a NNNN€ pour adrien XXXXXXXX -N a NNNN€ pour james XXXXXXXX merci a vous	
236	2017-12-10T15:50:45.000+01:00	CLIE	Livret, document	livret jeune - eliot allix	bonjour, mieux vaut tard que jamais! voici : - l'extrait d'acte de naissance de XXXXX - un justificatif de domicile recent merci pour vos maintes relances et desolee d'avoir tarder autant :-) XXXXX XXXXX	
237	2017-12-17T21:52:13.000+01:00	CLIE	Document, Livret	livret jeune eliot	bonjour, voici les documents demandes pour l'ouverture du livret jeune pour XXXXX. XXXXX	
238	2017-12-21T19:11:32.000+01:00	CLIE	Entretien, Carte vertes	cartes vertes assurance NNNN	bonjour suite a notre entretien telephonique de mardi dernier , je vous informe que je n ai toujours pas recu les cartes vertes de nos vehicules . que dois je faire ? cdlt XXXXXXXXX XXXXX	
239	2017-12-14T10:15:20.000+01:00	CLIE	Prévi-option	retirer des liquidites sur previ option	bonjour madame nous aurons surement besoin d'ici N-N mois de retirer de l'argent a partir d'un de nos previ-option. pouvez vous nous dire s'il y a un delai a partir du moment ou on vous fait la demande pour que l'argent soit disponible sur notre compte ? si oui il et de combien de temps ? merci de votre reponse. cordialement XXXXXXXXX le XXXXX	
240	2017-12-04T15:42:57.000+01:00	CLIE	Prêt, crédit, document	naissance et demande de pret	"bonjour mr XXXXXX, j'espere que ce message vous trouvera en pleine forme. je suis l'heureux papa d'un petit garcon qui se prenomme hugo et qui est ne le NN novembre dernier. lui et sa maman se portent a merveille. vous serait-t-il possible de mettre en place un decouvert exceptionnelle ? afin que les echeances qui se presenteront dans les jours a XXXir puissent etre honorees sachant qu'au NN de ce mois-ci, au plus tard, un virement de NNN € sera porte au credit de mon compte courant. je souhaite egalement vous rencontrer pour solliciter un pret d'un montant compris entre NNNN et NNNN € pour faire face aux depenses inherentes a l'arrivee d'un nouveau ne. j'aimerai savoir, si cela est necessaire et possible, que vous mettiez les echeances du lep et/ou du pel ""en suspension"" pour financer les echeances mensuelles de ce pret. dans l'attente de vous rencontrer afin que nous puissions echanger a ce sujet, je reste a votre disposition pour toute autre information. cordialement. XXXXXXXX XXXXXXX"	
241	2017-12-19T17:29:29.000+01:00	CLIE	document	rib la banque postale	bonjour, comme convenu je vous envoie mon nouveau rib. merci. cordialement. XXXXXXXX XXXXX	
243	2017-12-26T19:28:56.000+01:00	CLIE	Suravenir, Assurance	suravenir assurances	"madame XXXXXXX XXXXXXXXX j'ai recu ce jour un courrier de suravenir assurances, qui suite au sinistre de ma laguna qui se trouve hors service. me donne l'information que "" notre expert a constate un depassement de mon forfait kilometrique"" sur un vehicule hors service. comment a t'il pue faire une t'elle erreur. je vous transmet les preuves car je gardes tous mes tikets de caisses et d'ailleurs vous avez en votre possessions mes relever bancaires. je vous demande de faire le necessaire aupres de l'assurance car le vehicule va partir a la destruction.veuillez recevoir madame XXXXXXX mes sinceres salutations."	
244	2017-12-27T08:12:21.000+01:00	CLIE	Virement	decouvert	monsieur, comme vous pouvez le constater mon decouvert est un peu haut mais j'attends un virement de NNN euro de la secu plus un de NNN euro et je vous demande si toutefois cela a un peu de retard d'accepter les prochainpaiement qui auront lieux en debut d'XXXXe. je sais c'est un peu loin mais je prefere vous prevenir maintenant car je me deplace cette semaine et je n'aurais pas acces a un ordinateur pour verifier mes comptes. en vous souhaitant une bonne fete de fin d'XXXXe cordialement mr XXXXXXX	
245	2017-12-10T14:52:45.000+01:00	CLIE	Carte bancaire, Plafond de virement	carte gold et modifications de plafond de virement	bonjour, j ai recu une offre pour une carte gold sans frais supplementaire et j ai renvoye le document signe pour l'obtenir au renouvellement de ma carte (expiration NN/NNNN). par ailleurs, j aimerais modifier les plafonds mensuels/journaliers de mes virements car je suis aujourd'hui bloque. j aimerais notamment faire passer mon virement du NN du mois a NNNN€. je vous remercie pour votre retour. cordialement XXXXXX XXXXXX	
246	2017-12-22T15:25:09.000+01:00	CLIE	Virement	demande de virement	bonjour, je vous prie de trouver en piece jointe une demande de virement a effectuer sur le compte de mon mari avant le NN/NN/NNNN. je vous remercie pour votre retour. cordialement, XXXXXX XXXXXX	
247	2017-12-29T15:44:55.000+01:00	CLIE	Changement d’adresse	changement d'adresse	bonjour, par le present message, je vous fais part de mon changement d'adresse. nouvelle adresse : NN rue des cailles - NNNNN coueron. bonne reception, cordialement. XXXXXXX le XXX.	
249	2017-12-29T15:43:10.000+01:00	CLIE	Virement	virement	bonjour j'attends toujours mon virement de NNNNN€, ce matin la comptable du nhc de strasbourg m'a affirmee qu'il avait bien ete pris en compte et qu'il allait arriver ces jours-ci.....! je vous souhaite une belle nouvelle annee XXXXXXX de XXXX	
250	2017-12-22T11:06:43.000+01:00	CLIE	Virement	virement de NNNNN€	bonjour je recevrai un deuxieme virement de NNNNN€ le NN decembre, donc il n'y aura pas de soucis ulterieurement. par contre il se peut que je sois encore un petit peu a decouvert pour cette periode de noel cordialement XXXXXXX de XXXX	
252	2017-12-27T09:32:06.000+01:00	CLIE	Prévi retraite	transfert previ retraite vers compte courant	bonjour monsieur XXXXXXXXXX, merci de faire un transfert de NNN,NN € du previ-retraiteCBvers le compte courant. cordialement denis XXXXXX	
253	2017-12-28T19:44:48.000+01:00	CLIE	Document	re : pieces a fournir	bonsoir, vous devriez pouvoir telecharger l'ensemble des documents demandes par ce lien we transfer. il manque nos bulletins de salaire de decembre dernier, nous ne les avons pas avec nous sur brest. nous vous les enverrons en fin de semaine prochaine, une fois de retour chez nous. si toutefois des pieces venaient a manquer ou le lien a ne pas fonctionner, je vous remercie de bien vouloir nous prevenir. https://we.tlCONTRACT_NUMBERen vous remerciant de votre disponibilite ce matin, nous vous souhaitons une bonne fin d'annee. bien cordialement XXXXXX XXXXXX	
254	2017-12-10T23:46:09.000+01:00	CLIE	Immobilier, Demande document	re : re: suite pret immobilier	bonjour, notre offre pour un appartement a NNN NNN euros (+ frais de notaire) a ete accepte et nous devrions signer le compromis la semaine prochaine. nous allons faire appel a un courtier mais il semble peu probable que le cmb fasse des banques sollicitees par ce courtier parisien. nous souhaitons toutefois continuer a echanger sur ce projet avec vous. aussi pourriez-vous m'indiquer les documents necessaires a l'etablissement d'une proposition de pret de votre part en prenant en compte les elements suivants: - apport de NNN NNN euros - assurance a NN% chacun, mon conjoint travaille au ministere de la justice et est assimile fonctionnaire, je suis, pour ma part, fonctionnaire. je vous remercie de l'attention que vous preterez a notre demande. bien cordialement XXXXXX XXXXXX XXXXX et XXXXXX XXXXX	
254	2017-12-12T11:06:12.000+01:00	CLIE	Demande de documents	re : re: re : re: suite pret immobilier	bonjour, merci de votre reponse. y -a-t-il des documents supplementaires que je dois vous transmettre? et quel sera le delai de validite de votre proposition? bien cordialement XXXXXX XXXXXX	
255	2017-12-01T05:42:57.000+01:00	CLIE	Remerciement	re : pret	bonjour madame XXXXXXXX parfait, je vous remercie. bon week-end. m. XXXXXXX	
256	2017-12-15T08:07:38.000+01:00	CLIE	Facture	paiement rejeter par ma banque	bonjour, je viens de recevoir un mail d'orange pour un non paiement de facture. pouvez-vous savoir pourquoi cette facture (je pense de N,NN euros) a ete rejetee?? cordialement mme XXXXXX	
257	2017-12-15T08:18:02.000+01:00	CLIE	Document, Facture	pieces jointes	je vous envoie les copies du mail et de la facture merci mme XXXXXX	
258	2017-12-15T18:46:08.000+01:00	CLIE	Demande d’information	succession de monmari	bonjour, pour finir le releve sur le compte joint n'est pas si clair que ca. par exemple , pourquoi N fois NNN,NN. cordialement a vendredi mme XXXXXX	
261	2017-12-16T10:56:46.000+01:00	CLIE	Assurance	assurance scenic	rebonjour XXXXXX, suravenir assistance viennent de me rappeler. ils ont eu suravenir assurance en ligne et apparemment ils ne trouvent pas non plus mon dossier. ils prennent tout de meme le depannage mais sous reserve de facturation. merci (au cas ou..) de bien vouloir m'adresser une confirmation par ecrit que mon scenic est bel et bien toujours assure avec l'assurance depannage. merci pour votre reactivite de ce matin ! bon weekend a vous XXXXXX XXXXXX	
261	2017-12-16T19:31:05.000+01:00	CLIE	Remerciement	re : re: assurance scenic	merci beaucoup!!!!	
262	2017-12-29T13:07:29.000+01:00	CLIE	Assurance	assurance animaux	bonjour XXXXXX, est ce que vous faites une assurance pour les animaux egalement? pouvez-vous e donner votre adresse mail cmb.fr? ce sera plus pratique que de devoir me connecter sur le site de la banque. merci! XXXXXX	
263	2017-12-11T13:55:50.000+01:00	CLIE	Document, Virement	re : expedition carte gold et chequier cpte joint	bonjour, voici en pj ma carte d'id, concernant l'expedition de ma carte bancaire, je ne l'ai toujours pas recu, et concernant le virement mensuel pour le loyer a century, je ne peux pas le reaXXXXr de facon automatique, il faut que j'y pense tous les mois, y'a til un moyen pour eviter cela? cordialement, XXXX XXXXXX	
264	2017-12-11T13:52:17.000+01:00	CLIE	Compte joint, carte bancaire, Virement	carte gold + virement mensuel loyer	bonjour mme XXXXX, j'avais rencontre votre remplacante pdt votre absence, nous avions cree un compte joint avec mon ami m. XXXXXXXXXX, une carte gold devait etre creee, est il possible de nous l'envoyer a domicile, adresse : N rue maurice duhamel NNNNN brest, deuxiemement, etant dans les papiers, je ne sais plus si j'avais vu avec votre remplacante le virement mensuel de NNN euros pour le loyer a century NN. je ne le vois pas dans mes prochains virements, et le site me dit que la somme est trop importante pour reaXXXXr un virement mensuel (au Ner de chaque mois). je vous remercie, XXXX XXXXXX	
264	2017-12-11T13:57:20.000+01:00	CLIE	Virement	re : carte gold + virement mensuel loyer	re bonjour, je suis desole je n'avais pas vu que mme schmidt avait pris en compte une partie de mes requetes (j'avais un mail de sa part). demeure le probleme du virement automatique de NNN euros au Ner de chaque mois a century NN. bonne journee, XXXX XXXXXX	
265	2017-12-30T12:59:21.000+01:00	CLIE	Taux de change	voyage japon	bonjour, nous voyageons au japon du NN au NN janvier NNNN. serait il possible de reaXXXXr un echange d'euros en yen avant notre depart ? NNN euros ? quel est votre taux de change? serait il possible de retirer cet argent dans une agence de brest ? cordialement, bonnes fetes XXXX XXXXXX	
266	2017-12-22T10:29:43.000+01:00	CLIE	Proposition financement, assurance	devis et proposition financement et assurance vehicule	bonjour madame XXXXXX, nous sommes sur le point d'acquerir un nouveau vehicule et nous cherchons des offres de financement avec ou sans assurance. pourriez-vous me faire une ou plusieurs propositions de pret pour NNNNN euro? cordialement, XXXX-XXXXXXXX XXXXXXXXX	
267	2017-12-04T09:10:25.000+01:00	CLIE	Carte bancaire	carte bancaire	bonjour, apres reflexion , je ne souhaites pas renouveler ma carte bancaire qui expire en NN/NNNN. je vous remercie de faire le necessaire pour ne pas reconduire cette carte. bien cordialement. mme le XXX	
270	2017-12-24T17:36:20.000+01:00	CLIE	Prélèvement	opposition	bonjour, je voudrais faire opposition sur des prelevements trimestriels au profit de la snspp pats d'un montant de NN,NN € chacun et dont le prochain doit avoir lieu le Ner mars. pourriez-vous m'indiquer la XXXXhe a suivre. merci	
271	2017-12-18T16:50:23.000+01:00	CLIE	Demande de chequier	chequier	bonjour je suis passe vous rendre visite lors de ma derniere venue en bretagne debut novembre et ai notamment commande un nouveau chequier que vs deviez me faire parvenir par voie postale. toujours aucune nouvelle. a t il ete expedie ? merci de votre retour. jfXXXXX (PHONE	
273	2017-12-19T16:14:51.000+01:00	CLIE	Document	assurance automobile	bonjour, suite a notre conversation je vous transmet la fiche de renseignement qu' mma ma envoye. de	
273	2017-12-19T16:19:04.000+01:00	CLIE	Document, Vérification	re : assurance automobile	je vous le renvoie je ne suis pas sur que le fichier soit passe la premiere fois. cordialement 	
274	2017-12-27T11:46:55.000+01:00	CLIE	Informations	annulation message precedent.	re/bonjour. veuilXXX ne pas tenir compte de mon message precedent car j'ai fais la modification directement sur mon espace internet. merci. XXXXXX XXXXX.	
275	2017-12-27T10:12:12.000+01:00	CLIE	Virement	rectification des virements.	bonjour, suite a quelques petits changements, pouvez vous modifier le virement en faveur de ma fille : alexia NNN au lieu de NNN merci. XXXXXX XXXXX.	
276	2017-12-01T10:18:58.000+01:00	CLIE	Ouverture du livret, documents, facture	re : re: ouverture d'un livret suite naissance	bonjour, voici les documents pour l'ouverture du livret de XXXX. je n'ai pas de justificatif de domicile de moins de N mois, la derniere facture edf a nos N noms est de janvier NNNN. bonne reception. cordialement, XXXXXX XXXXXX	
276	2017-12-01T10:19:46.000+01:00	CLIE	Ouverture du livret, documents, facture	re : re: ouverture d'un livret suite naissance	bonjour, voici les documents pour l'ouverture du livret de XXXX. je n'ai pas de justificatif de domicile de moins de N mois, la derniere facture edf a nos N noms est de janvier NNNN. bonne reception. cordialement, XXXXXX XXXXXX	
276	2017-12-01T10:31:27.000+01:00	CLIE	Ouverture du livret, documents, facture	re : re: ouverture d'un livret suite naissance	bonjour, voici les documents pour l'ouverture du livret de XXXX. je n'ai pas de justificatif de domicile de moins de N mois, la derniere facture edf a nos N noms est de janvier NNNN. bonne reception. cordialement, XXXXXX XXXXXX	
276	2017-12-04T09:55:55.000+01:00	CLIE	Facture	re : re: re : re: ouverture d'un livret suite naissance	bonjour, voici notre derniere facture de telephone/internet comme justificatif de domicile. cordialement, XXXXXX XXXXXX	
277	2017-12-02T17:44:31.000+01:00	CLIE	Carte bancaire	cb mastercard gold	bonjour, j'ai souscrit en debut d'annee un contrat pour une cb mastercard gold en profitant d'un tarif preferentiel qui la mettait au prix de la mastercard standard pendant un an. ce delai etant ecoule, je souhaite a partir de janvier, revenir a une mastercard standard. merci de faire le necessaire. cordialement, XXXXXX XXXXXX	
277	2017-12-05T10:48:55.000+01:00	CLIE	Carte bancaire	re : re: cb mastercard gold	bonjour mr XXXXXXX, entendu, je vous confirme mon accord pour une carte access mastercard. cordialement, d XXXXXX.	
278	2017-12-26T19:53:36.000+01:00	CLIE	Virement	veranda de NN mN	bonjour, je souhaite assurer ma veranda de NNmN elle est composee de N grandes baies vitrees, toiture en ardoise et plancher en bois l ancienne veranda faisait NmN. merci de faire suivre je vous souhaites de bonnes fetes cordialement mme XXXXXX XXXXXXXXX	
279	2017-12-22T09:00:26.000+01:00	CLIE	Carte bancaire, facture	carte bleue recu sans demande	bjr jai recu par courrier une carte bancaire que je n ai jamais commandee. la mienne est valable jusque mai NNNN. et celle recue jusque juin NNNN. que s est il passee? je ne veux pas qu on me la facture si je n ai pas de besoin merci	
280	2017-12-13T16:57:04.000+01:00	CLIE	Chèque, Assurance	cheque de banque + assurance	bonjour, j'aurais besoin d'un cheque de banque de NNNN€ pour l'achat d'un vehicule. l'ordre doit etre a babayan armen. de plus, ce vehicule remplacera mon ancien vehicule accidente. comment faire rapidement ce changement au niveau de l'assurance ? merci d'avance cordialement XXXXXXXXXX XXXXXXXXX	
280	2017-12-14T17:04:15.000+01:00	CLIE	Informations	re : cheque de banque + assurance	re-bonjour, l'immatriculation du nouveau vehicule est eb-NNN-wz. je recupere le vehicule demain midi. cordialement	
281	2017-12-22T12:35:10.000+01:00	CLIE	Contrat, Assurance habitation	resiliation du contrat d'assurance habitation de wendy diruit	bonjour mme XXXXXXXX , vous trouverez en p.j l'attestation de residence de wendy XXXXXX. elle a quitte sont logement de boulogne/mer le NN/NN/NNNN. pouvez vous resilier sont contrat d'assurance habitation svp. la suite de ses etudes , pour cette annee , se deroulera a l'ubo de brest et elle ne prendra pas d'autre appartement. pour toutes informations complementaires je serai joignable sur mon portable (PHONE. bonnes fetes de fin d’annee a l'avance merci. cordialement. XXXX XXXXXX	
281	2017-12-27T12:02:24.000+01:00	CLIE	Remerciement	re : re: resiliation du contrat d'assurance habitation de wendy diruit	bonjour, merci beaucoup. bonne et heureuse annee NNNN. XXXX XXXXXX	
282	2017-12-12T09:15:10.000+01:00	CLIE	Immobilier	echeance pret immobilier	bonjour XXXXXXXX, l'echeance du pret immo vient de passer! est-ce normal que le montant soit presqu'a la hauteur de l'echeance totale ? NNN € environ alors que le montant des fonds n'ont ete que de NNNNN € a peine! vous pouvez me joindre a la maison jusque NNhNN et apres je suis au boulot. bonne journee cordialement mme XXXXXXX	
284	2017-12-27T16:45:56.000+01:00	CLIE	Compte bancaire, Accès de compte	debloquer mot de pass	bonjour madame XXXXXXX, j'aurais besoin de votre aide pour debloquer le mot de pass de ma mere : mme XXXXXX annick sur son compte bancaire pour pouvoir de nouveau y acceder. je vous en remercie par avance. je vous prie de croire ,madame, en mes sentiments les meilleurs.	
285	2017-12-21T04:48:25.000+01:00	CLIE	Plafond de compte	autorisation de decouvert	bonjour. j ai fait l effort de ne pas depasser mon decouvert mais je vous ai demande de faire un petit geste en retour ou au moins m autoriser exceptionnellement un decouvert de NNN€ pour ce mois ci. car je vais manquer de quoi mettre du gazoil pour me rendre a boulot la semaine prochaine. je vous remercie de votre comprehension cordialement XXXXXX XXXX	
285	2017-12-21T09:38:38.000+01:00	CLIE	Remerciement	re : re: autorisation de decouvert	merci. joyeuses fetes egalement . 	
286	2017-12-12T14:49:43.000+01:00	CLIE	Frais, Remboursement	frais de courrier	bonjour je ne comprends pas pourquoi,vous m envoyez maintenant un courrier lorsque je depasse mon decouvert. c est nouveau ! surtout me prendre NN€ un peu pres a chaque envoi.je vous ai appelee recemment pour vous confirmer que j ai toujours un revenu regulier puisque je suis en cdi. je pense que chaque mois vous me retirez deja pas mal d argent pour agios etc..c est pourquoi je vous demande s il vous plait de ne plus m envoyer de courrier et de me rembourser les frais d envoi de novembre et decembre. c est a dire un peu pres NN€. je pense que vous comprenez ma situation et qu a force de me soustraire de l argent cela ne va pas m aider.. je vous remercie de votre comprehension. cordialement XXXXXX XXXX	
286	2017-12-16T05:20:33.000+01:00	CLIE	Frais	re : re: frais de courrier	bonjour je vous remercie pour les explications je comprends mieux. je vais essayer de faire de mon mieux pour eviter cela de nouveau. mais ce mois ci est difficile avec noel etc..pourriez vous faire un petit geste ? je vous remercie. cordialement XXXXXX XXXX	
287	2017-12-14T15:29:51.000+01:00	CLIE	Verification, Demande d’information	demande de qrcode	bonjour , je souhaiterais enregistrer mon terminal de confiance pour pouvoir utuliser apple pay et il me faudrait mon qr code ainsi que le code de verification pour cela cordialement	
288	2017-12-21T22:44:55.000+01:00	CLIE	Plafond de compte	plafonds virement	bonsoir XXXXXXX j'ai fait le virement. tu peux remettre les plafonds normaux. merci et bonnes fetes a toi egalement XXXX	
289	2017-12-30T13:26:46.000+01:00	CLIE	Virement, Plafond de compte	plafonds virements	bonjour XXXXXXX suite a ma demande de remise du plafond des virements au niveau initial apres le reglement fait au notaire le NN/NN/NNNN, je ne peux pas virer le salaire cesu de NN € vers un de mes beneficiaires enregistres(v koopman). est il possible de revoir le plafond mensuel pour laisser passer ce virement ? meilleurs vœux pour NNNN. XXXX	
293	2017-12-15T06:00:34.000+01:00	CLIE	Virement	urgent urgent	bonjour XXXXX XXXXXXXXX sans reponse de votre part mercredi et jeudi merci de faire un virement de NNNNN.NN euros au garage espace du maine. et de m'envoyer par mail l'ordre de virement. merci cordialement mr XXXXXXX	
294	2017-12-14T12:01:21.000+01:00	CLIE	Virement, Compte chèque	virement	bonjour XXXXX XXXXXXXXX pouvez vous faire un virement de mon compte convention capital plus de NNNNN euros vers mon compte cheques afin de faire le virement au garage solde restant du NNNNN,NN pour l'achat du touran. restant a votre disposition cordialement mr XXXXXXX	
295	2017-12-01T11:01:26.000+01:00	CLIE	Virement	pel	bonjour monsieur XXXXX, suite a notre conversation, je souhaite resilier mon pel. je souhaite aussi en re ouvrir un, avec un montant de NNN euros, avec un virement mensuel de NN euros. merci d'avance XXXXXXXX XXXXXX XXXX	
296	2017-12-05T10:53:55.000+01:00	CLIE	Rendez-vous	annulation rdv	bonjour je suis desolee je dois annuler notre notre rdv de demain. 	
297	2017-12-06T15:43:46.000+01:00	CLIE	Prélèvement	opposition bmh	bonjour pouvez vous faire opposition sur le prelevement de brest metropole habitat dun montant de NNNeuros NN prevu le N je vous remercie mme XXXXXX	
298	2017-12-22T11:45:45.000+01:00	CLIE	Blocage de paiement	pb paiement virtualis le NN nov NNNN	bonjour le NN/NN/NNNN dernier j’ai achete et paye un livre sur le site ne voyant rien venir, j’ai sollicite une reponse sur le site web aucune reponse, aucun retour, toujours pas de livraison que faire pour bloquer le paiement de NN.NN a diapason NN-paris ? merci de votre retour cordialement XXXX-XXX XXXXXX NN rue de la plage NNNNN plomodiern NNNNNNNNNN	
299	2017-12-07T15:45:36.000+01:00	CLIE	Changement de conseiller	re : changement de conseillere	bonjour, je suis desolee de vous voir quitter lesneven et m'abandonner! vous avez ete d'un bon conseil et d'une grande amabilite. que votre carriere soit pleine de reussite et portez vous bien!XXXXXX XXXXXX	
300	2017-12-14T10:52:20.000+01:00	CLIE	Assurance	assurance conduite accompagnee eve	bonjour XXXXXX, nous souhaitons mettre en place une assurance pour XXX avec qui nous commencons la conduite accompagnee ce soir. je ne me souviens plus des demarches ! peux-tu t'en occuper ? a partir de quand sera-t-elle assuree ? le plus rapidement possible je l'espere... tiens nous au courant pour le collage sur les calendriers... bonne journee XXXX	
301	2017-12-06T22:25:18.000+01:00	CLIE	Remboursement	pret	bonjour, est-il possible de rembourser la totalite du pret de NNN,NN € de maniere anticipee ? merci pour votre reponse, XXXXXX.	
301	2017-12-09T18:53:58.000+01:00	CLIE	Remboursement	re : re: pret	bonjour, je veux bien rembourser ce pret dans ce cas la. merci beaucoup, XXXXXX.	
302	2017-12-12T16:10:35.000+01:00	CLIE	Prélèvement	opppsition	bonjour pouvez vous faire opposition sur les prelevement de direxi merci je passerai a l'agence signe le bordereau mais mettez le en place svp je ne peut pas me permet que c prelevement passe cordialement melle le XXXXX	
302	2017-12-13T10:50:06.000+01:00	CLIE	Informations	re: re: opppsition	merci d'avoir fait le necessaire je passe des que possible signe bonne journee	
306	2017-12-06T09:46:20.000+01:00	CLIE	Virement, Compte chèque	virement	bonjour pouvez vous virer NNNN euros sur mon compte courant?je viens de faire un achat de NNNN. un cheque de NNNN euros est depose ce matin sur mon compte.malgre tout est il.possible d'active etalys a hauteur de NNNN euros ? cordialement	
308	2017-12-11T10:01:01.000+01:00	CLIE	Virement	erreur virement compte cloture	bonjour. nous avons fait une erreur, un virement de NNNe sur le compte personnel de monsieur XXXX qui a ete cloture recemment au lieu du compte joint. comment cela va se passer ? cordialement mme XXXXXX	
310	2017-12-21T20:05:30.000+01:00	CLIE	Rendez-vous	epargne/placement - modification date rdv	bonjour monsieur XXXXXXX, finalement vous aviez raison lors de notre entretien telephonique d’hier apres-midi. il serait souhaitable que nous puissions nous voir avant le NN janvier, date que nous avions arretee hier. je pourrais etre disponible pour vous rencontrer, et si vous l’etes egalement : la semaine prochaine mardi NN/NN apres-midi jeudi NN/NN apres-midi vendredi NN/NN toute la journee et debut janvier du mercredi N au vendredi N toute la journee pour l’instant. bien cordialement XXXXXXX XXXXXX	
310	2017-12-22T09:49:09.000+01:00	CLIE	Rendez-vous	re : re: epargne/placement - modification date rdv	bonjour, c'est note pour le NN/NN a NNh. bonne fin de semaine bien cordialement b XXXXXX	
311	2017-12-20T10:24:59.000+01:00	CLIE	Prélèvement	modification date prelevement pret immobilier	bonjour monsieur XXXXXXX, serait-il possible de decaler de quelques jours le prelevement mensuel du pret immobilier (NNN.NN €), et de n’effectuer ce prelevement que le N de chaque mois ? cela afin de m’eviter des transferts vers mon compte cheque rien que pour honorer l’echeance de ce pret. car, en tant que salarie, mon salaire etait vire vers le NN de chaque mois. maintenant, en tant que retraite, ma pension est viree le Ner de chaque mois. comptant sur votre comprehension bien cordialement XXXXXXX XXXXXX	
312	2017-12-25T22:38:16.000+01:00	CLIE	Livret, Compte rénuméré, Convention capital	urgent - convention capital plus	bonjour m. XXXXXXX, les fonds que j’attendais courant janvier ont ete vires vendredi dernier NN/NN/NNNN (NNN NNN.NN €). une partie de ces fonds a ete affectee aux livret cmb et cel dont nous disposons mon epouse et moi-meme, pour etre utilises rapidement, dans les prochains jours et semaines, pour la renovation de notre maison. nous devons nous voir le N janvier pour commencer a etudier l’affectation definitive du solde (NNN NNN.NN €). par contre dans l’attente de la reflexion sur la reaffectation definitive de ce solde de NNN NNN.NN €, il serait judicieux de deposer cette somme sur un compte remunere tel que propose dans votre convention capital plus. j’avais retenu que cette convention proposait une remuneration de N.NN% lorsque le solde quotidien du compte etait inferieur a NNN NNN.NN € (et N.NN% au-dela). et que cette convention permettait un placement a N mois, renouvelable une fois N mois. je souhaiterai donc que des a present, NNN NNN.NN € soient places sur un tel compte. merci de me tenir informe des dispositions prises. bien cordialement XXXXXXX XXXXXX NN NN NN NN NN	
312	2017-12-26T13:11:34.000+01:00	CLIE	Convention capital, Demande de document	re : re: urgent - convention capital plus	bonjour monsieur XXXXXX, je vous remercie de votre celerite. je vous confirme donc par le present courriel mon souhait de souscrire a cette convention. comme je l’evoquais, pour nous donner le temps d’une reflexion et d’echanges sereins et constructifs sur les placements a envisager. nous pouvons placer dans un premier temps NNN NNN.NN € sur ce compte. a venir egalement dans les prochains jours NN NNN.NN € qu’il faudra egalement y transferer. dois-je passer en votre agence pour signer des documents administratifs ? si oui, je pourrai passer cet apres-midi vers NNh. ou jeudi matin a NhNN. me le confirmer par telephone ou texto au PHONE merci et a plus tard bien cordialement XXXXXXX XXXXXX 	
312	2017-12-27T18:52:30.000+01:00	CLIE	Convention capital	re : re: re : re: urgent - convention capital plus	merci. a demain jeudi a NhNN. cordialement bl	
313	2017-12-17T20:56:58.000+01:00	CLIE	Compte de chèque, Livret	gestion du compte cheque	bonjour m. XXXXXXX, le N/NN/NNNN il m’a ete preleve NN.NN € de frais bancaires pour des transferts de fonds effectues le NN/NN/NNNN, de mes cel/livret cmb vers mon compte cheque. vous etiez absent a ce moment-la, mais votre collegue qui avait effectue les operations m’avait dit vous laisser un mot pour qu’a votre retour les frais en question soient annules. a ce jour cette somme ne m'a toujours pas ete re-creditee. dans cette attente, bien cordialement XXXXXXX XXXXXX	
313	2017-12-19T12:17:36.000+01:00	CLIE	Autres	re : re: gestion du compte cheque	merci monsieur XXXXXXX, je vous souhaite egalement de bonnes fetes de fin d'annee. a bientot bien cordialement XXXXXXX XXXXXX	
314	2017-12-21T23:43:26.000+01:00	CLIE	Ouverture du compte	ouverture plan epargne logement	bonjour madame XXXXX, comme convenu lors de notre rendez-vous du Ner decembre dernier, je vous confirme souhaiter l'ouverture d'un plan epargne logement a mon nom avant la fin de l'annee NNNN et vous remercie de bien vouloir faire le necessaire en ce sens. vous pouvez me joindre sur mon portable au PHONEou via mon adresse mail personnelle MAIL cordialement. XXXXXXXXX XXXXXX	
315	2017-12-23T18:11:39.000+01:00	CLIE	Déblocage	preference	bonjour merci de bien vouloir debloquer NNN€ de la reserve preference. merci d'avance et joyeuses fetes de noel	
